id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
71de9eb8a92ac12d7c94315228b70cfb,szczecin,tenement,123.45,4.0,2.0,3.0,,53.4325865,14.5356846,1.96,46.0,0.138,0.41,0.113,0.367,0.073,0.388,0.321,condominium,brick,,no,yes,no,no,yes,799000
23d558163bb1c7863c73485048e50858,szczecin,,53.8,2.0,5.0,5.0,,53.42942948,14.55464244,0.79,60.0,0.147,0.437,0.328,0.198,0.009,0.465,0.073,cooperative,,,no,no,yes,no,no,420000
3b8819c6c9ffd55adfddfd5bafcc844d,szczecin,tenement,50.0,2.0,,1.0,,53.3644,14.6609,9.32,6.0,0.367,1.368,0.377,0.273,0.367,,0.399,condominium,brick,,yes,no,no,no,no,350000
708ccd264180315a4cfe6324ed4861d0,szczecin,blockOfFlats,55.19,2.0,1.0,2.0,2013.0,53.480364465905,14.5414936682467,6.46,2.0,1.57,2.879,1.236,0.803,0.374,3.138,0.183,condominium,brick,premium,yes,yes,no,yes,yes,607000
8373aa373dbc3fe7ca3b7434166b8766,szczecin,tenement,73.02,3.0,2.0,3.0,,53.45222222,14.55333333,3.24,9.0,0.275,0.672,0.367,0.246,0.3,1.857,0.28,condominium,brick,,no,no,no,no,no,565000
a7663eb8c445a42d86392d55fe668b52,szczecin,tenement,56.35,2.0,2.0,3.0,1920.0,53.44695,14.55296,2.67,15.0,0.279,0.659,0.58,0.454,0.022,1.401,0.165,condominium,brick,premium,yes,yes,no,no,yes,360000
57000c9051e81af3788e589b33892f3c,szczecin,blockOfFlats,55.0,4.0,1.0,5.0,1980.0,53.4030017,14.5251073,3.28,11.0,0.389,0.655,0.549,0.269,0.233,1.921,0.258,condominium,,,no,yes,no,no,no,342000
eb15c0a8a7f16a523f5cf5f61de06638,szczecin,blockOfFlats,49.5,2.0,1.0,4.0,1980.0,53.365833,14.661389,9.24,9.0,0.449,1.328,0.216,0.195,0.228,,0.236,cooperative,,low,no,yes,no,no,yes,462000
2de23162c0e7027ce68fd899379f16c5,szczecin,blockOfFlats,47.76,2.0,8.0,12.0,1970.0,53.4581,14.5276,4.45,3.0,0.31,0.528,0.537,0.471,0.574,1.769,0.581,condominium,concreteSlab,,yes,yes,yes,no,yes,399000
b2946da17970417fa3b8a41c7cefd748,szczecin,tenement,100.2,4.0,4.0,4.0,1930.0,53.4223683,14.5314021,1.96,15.0,0.413,0.033,0.465,0.921,0.255,0.282,0.326,condominium,brick,low,yes,no,,no,no,549000
917b0bb1e612122b52650e7acb0d9545,szczecin,tenement,95.78,4.0,,4.0,1945.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,premium,no,no,no,no,yes,649000
66aca1354243eb08b5a676183f42df8f,szczecin,,42.43,2.0,2.0,2.0,,53.3763,14.6169,6.42,4.0,0.279,1.74,1.246,0.595,1.323,,1.039,condominium,,,no,no,no,no,no,500000
7f1389f3706fd99624d9afa2e09295bc,szczecin,blockOfFlats,50.0,2.0,,2.0,1940.0,53.43425035,14.5074337,3.75,10.0,0.199,0.896,0.41,0.287,0.559,1.599,0.364,cooperative,brick,premium,no,no,no,no,yes,520000
8b1d11c0dc6f762d6f305ee84b0df98b,szczecin,,50.0,2.0,3.0,3.0,,53.4438,14.5056,4.31,9.0,0.472,0.174,0.223,0.282,0.273,1.675,0.248,condominium,,,no,no,no,no,no,559000
4e2448f848e2ac52df9679bd3ef4d40d,szczecin,apartmentBuilding,74.02,3.0,3.0,4.0,2012.0,53.4361339,14.5412255,1.93,39.0,0.069,0.327,0.28,0.093,0.184,0.037,0.389,condominium,brick,premium,no,yes,yes,no,yes,839000
094c2baacd69657a288e04f2295252cb,szczecin,blockOfFlats,49.38,2.0,1.0,4.0,1985.0,53.3814,14.6335,6.7,12.0,0.25,1.232,0.086,0.014,1.339,,0.009,condominium,,low,yes,yes,no,no,yes,397000
16cc5de6eb84a9b048918280b6f9e002,szczecin,blockOfFlats,87.43,3.0,5.0,5.0,1990.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,cooperative,brick,,yes,no,no,no,yes,649000
209a6d2dea99216bdf83a968343cd3b3,szczecin,tenement,61.48,2.0,,3.0,1900.0,53.4915083,14.60698488,8.16,1.0,0.149,1.68,0.534,1.294,1.527,3.72,1.521,condominium,brick,premium,no,no,no,no,yes,390000
0fd04ae5f5c56eb07e1a1a5c17210c31,szczecin,blockOfFlats,33.86,2.0,6.0,10.0,1970.0,53.4612452,14.5778593,4.35,11.0,0.046,1.113,0.752,0.274,0.733,0.165,0.363,cooperative,concreteSlab,,no,yes,yes,no,no,314000
0a68cd14c44ec5140143ece75d739535,szczecin,tenement,87.6,3.0,2.0,3.0,,53.4351,14.5329,2.27,32.0,0.175,0.259,0.223,0.359,0.101,0.31,0.087,condominium,brick,,yes,yes,no,no,yes,640000
bac1869ad9c2c1ef444b0ba6d225761a,szczecin,tenement,77.71,3.0,3.0,3.0,1925.0,53.43301925,14.56977461,1.22,9.0,0.568,0.994,0.346,0.374,0.07,0.675,0.43,condominium,brick,low,no,no,no,no,yes,550000
d3e0e36529df3360849ec40168c10755,szczecin,apartmentBuilding,60.08,2.0,3.0,4.0,2009.0,53.45468473,14.55152035,3.53,8.0,0.572,0.784,0.305,0.435,0.257,1.945,0.155,condominium,brick,premium,no,yes,yes,no,no,629000
c193cdd765964196fd6d95611bfe6247,szczecin,tenement,33.32,2.0,4.0,4.0,1920.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,,no,no,,no,no,329000
dfcbc96bc3e5b86c1cfd517dfd5c61fc,szczecin,blockOfFlats,46.6,2.0,9.0,11.0,1970.0,53.45044251,14.57216263,3.1,6.0,0.337,0.679,0.507,0.368,0.39,1.423,0.253,cooperative,concreteSlab,premium,no,yes,yes,no,yes,399000
9afea2869a7fd85bc53bbecd38e98db5,szczecin,blockOfFlats,51.54,2.0,,3.0,2004.0,53.4304,14.4887,4.85,1.0,0.938,0.757,0.547,0.614,0.836,2.908,0.464,cooperative,,,no,yes,no,no,no,499000
e63af56e511772353e28e6871aa34b44,szczecin,blockOfFlats,69.86,3.0,4.0,4.0,2016.0,53.421,14.5373,1.59,16.0,0.207,0.413,0.16,0.756,0.143,0.399,0.167,condominium,brick,premium,yes,yes,yes,no,no,835000
a2dd6e03485f6df6ca6f7ac430329e83,szczecin,blockOfFlats,58.63,3.0,3.0,4.0,2020.0,53.39279829,14.48431492,6.11,0.0,1.861,3.461,0.824,1.795,0.754,4.343,0.802,condominium,brick,premium,yes,yes,yes,no,no,615615
efbd05715f9592339f2aee02017a77a6,szczecin,blockOfFlats,44.6,2.0,,3.0,2016.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,,premium,no,no,no,no,no,475000
b525921b35146fbe0d845801234562cd,szczecin,blockOfFlats,79.59,3.0,1.0,3.0,2017.0,53.3951523,14.4937737,5.45,3.0,1.888,2.788,0.207,1.98,0.24,3.718,0.5,condominium,brick,premium,no,yes,no,no,no,860000
7ec1e260b3f3985259ec7626756775c0,szczecin,tenement,89.57,4.0,1.0,4.0,1930.0,53.43241105,14.5387773,1.78,68.0,0.075,0.458,0.284,0.245,0.057,0.294,0.142,condominium,brick,premium,no,no,,no,no,810000
faeb15a08271744a9271201d60acc942,szczecin,,58.89,3.0,2.0,4.0,,53.458889,14.531111,4.41,7.0,0.349,0.49,0.409,0.439,0.411,1.844,0.481,cooperative,,,no,yes,no,no,no,450000
355336466ec74696782ce382341086bd,szczecin,,58.6,2.0,,4.0,,53.4528,14.478,6.39,4.0,0.238,2.201,0.962,0.763,0.285,3.684,0.239,cooperative,brick,,no,no,no,no,no,459000
1f481e8bf65b789b5d78a426268c8ee2,szczecin,blockOfFlats,60.2,4.0,4.0,4.0,1970.0,53.446985,14.5606519,2.62,9.0,0.219,0.756,0.609,0.208,0.509,1.738,0.309,cooperative,concreteSlab,,no,no,no,no,yes,479000
6c82bb9b044b07f6112cd1024bdf6635,szczecin,apartmentBuilding,60.63,3.0,3.0,7.0,2017.0,53.399444,14.526111,3.53,8.0,0.109,1.004,0.153,0.178,0.166,2.296,0.141,condominium,brick,premium,no,yes,yes,no,no,760000
615f92f7596af5c0a03f5f066a755d42,szczecin,blockOfFlats,53.2,3.0,2.0,4.0,1968.0,53.4450708977355,14.5591201884674,2.41,9.0,0.123,0.614,0.753,0.028,0.371,1.522,0.074,cooperative,concreteSlab,low,no,no,no,no,yes,375000
8265ca72d8e9e4241db2a13272afda3a,szczecin,,42.68,2.0,,9.0,1960.0,53.456111,14.493056,5.78,12.0,0.394,1.766,0.21,0.152,0.676,2.931,0.224,condominium,concreteSlab,low,no,no,yes,no,no,350000
ba5577d4e9af3e4154093a29ae7585ac,szczecin,blockOfFlats,59.4,3.0,5.0,11.0,1985.0,53.3797008,14.655164,7.91,23.0,0.128,0.164,0.274,0.254,0.157,,0.149,condominium,concreteSlab,,no,yes,yes,no,yes,539000
9de9c25856943e0744f1356cd9d476ad,szczecin,blockOfFlats,35.1,2.0,3.0,4.0,2001.0,53.4587072,14.5522164,3.97,3.0,0.98,0.923,0.699,0.301,0.501,1.792,0.37,condominium,brick,,no,yes,no,no,no,361000
f124847928444c3c7bac1d39a0c50d72,szczecin,blockOfFlats,65.65,3.0,1.0,3.0,2012.0,53.4660213,14.5383199,4.97,8.0,0.08,1.313,0.18,0.251,0.112,2.683,0.401,condominium,,premium,no,no,no,no,no,729000
71ce9cd1c7e85b537cdbc0edf9cdc595,szczecin,tenement,26.5,1.0,3.0,4.0,1960.0,53.4213728,14.5045696,3.74,8.0,0.112,0.836,0.717,0.697,0.394,1.8,0.489,condominium,brick,premium,no,no,,no,no,265000
c18f4d126dec9c66d880d9b2c7a353c5,szczecin,tenement,32.1,2.0,4.0,4.0,1940.0,53.4482921,14.5374909,3.18,11.0,0.134,0.764,0.369,0.458,0.328,0.801,0.314,condominium,brick,premium,no,no,,no,no,325000
64163cc380210abb5f28c4d32c11706b,szczecin,apartmentBuilding,62.55,3.0,,4.0,2009.0,53.4587072,14.5522164,3.97,3.0,0.98,0.923,0.699,0.301,0.501,1.792,0.37,condominium,brick,premium,yes,no,yes,no,yes,759000
6d170e14369119d2371e8714759f6cf6,szczecin,tenement,61.45,2.0,,4.0,1900.0,53.4133,14.5771,1.55,0.0,1.733,2.007,1.717,1.734,0.801,2.057,1.286,condominium,brick,,no,no,,no,no,575000
a3015fce691a20a28a058b7fc2860893,szczecin,,76.0,3.0,2.0,4.0,1980.0,53.3747242,14.6635122,8.69,13.0,0.215,0.662,0.401,0.124,0.298,,0.053,condominium,concreteSlab,,yes,no,no,no,no,496000
042f685ffed6925383964b525a5c7c99,szczecin,blockOfFlats,55.0,3.0,1.0,4.0,1970.0,53.4368668,14.5530096,1.59,35.0,0.194,0.237,0.181,0.165,0.099,0.781,0.231,condominium,concreteSlab,,no,no,,no,no,520000
7653d1786887ea74f2d7141e7d57540a,szczecin,,30.4,2.0,2.0,2.0,2000.0,53.4324083,14.536559,1.9,49.0,0.103,0.428,0.163,0.313,0.134,0.363,0.288,condominium,brick,premium,no,no,no,no,no,335000
aa2810765b8c944a425fae2588e21d66,szczecin,blockOfFlats,48.0,2.0,1.0,2.0,1940.0,53.4438433,14.5055732,4.32,9.0,0.467,0.179,0.226,0.28,0.274,1.677,0.249,condominium,brick,premium,no,no,no,no,yes,449000
f76a112d60c7a02075bb427ba5e0d8ba,szczecin,tenement,91.03,3.0,3.0,4.0,1930.0,53.4241661,14.5415774,1.29,27.0,0.149,0.494,0.25,0.383,0.222,0.596,0.285,condominium,brick,,no,yes,no,no,yes,719000
974e4a78739d229cf81d7d6621ec05bf,szczecin,blockOfFlats,37.0,2.0,,4.0,1970.0,53.4094121,14.5263606,2.77,18.0,0.308,0.256,0.253,0.06,0.221,1.21,0.156,cooperative,concreteSlab,low,no,no,yes,no,yes,299000
b7eee58836d9125111fdc4a414848985,szczecin,blockOfFlats,83.98,4.0,4.0,4.0,2002.0,53.4281783,14.5633052,0.55,41.0,0.043,0.946,0.384,0.217,0.069,0.17,0.566,condominium,brick,premium,no,no,no,no,yes,529000
712c9a9d6891fa144e10cefe5387023d,szczecin,blockOfFlats,60.1,3.0,6.0,8.0,1975.0,53.43002966,14.50280028,3.92,7.0,0.304,0.94,0.366,0.457,0.22,2.044,0.394,condominium,concreteSlab,premium,yes,no,yes,no,yes,495000
a1dea59d2ce9f8d74a822b8b2f31eecf,szczecin,blockOfFlats,42.0,2.0,5.0,10.0,1980.0,53.4530308,14.4922858,5.62,18.0,0.167,1.508,0.396,0.137,0.449,2.814,0.078,condominium,concreteSlab,premium,no,yes,yes,no,yes,410000
ea902e632a8f84ae35c1d84247c1b34e,szczecin,blockOfFlats,54.9,2.0,1.0,3.0,2001.0,53.45932898,14.54092562,4.21,4.0,0.482,0.738,0.546,0.613,0.23,2.009,0.338,condominium,brick,,no,yes,no,no,yes,539000
5d97ac9f482835126e5056e824aea25d,szczecin,tenement,63.7,2.0,2.0,3.0,1930.0,53.42833647,14.54332888,1.29,70.0,0.196,0.374,0.168,0.326,0.017,0.119,0.111,condominium,brick,low,no,no,no,no,yes,379000
1973d8502352d8579cfd1fb3deb52d40,szczecin,blockOfFlats,57.0,2.0,2.0,4.0,1990.0,53.3789873,14.6505128,7.72,17.0,0.324,0.339,0.094,0.047,0.366,,0.114,cooperative,brick,premium,no,yes,no,no,yes,499000
86d4aa75c8d1e2a9ae057e21f6d80972,szczecin,tenement,110.0,5.0,4.0,4.0,1945.0,53.4271,14.5381,1.57,46.0,0.196,0.699,0.159,0.366,0.153,0.44,0.055,condominium,brick,,no,no,no,no,no,600000
8b9b0658bd524d3226f3591a7a8630e5,szczecin,blockOfFlats,77.0,4.0,2.0,2.0,2009.0,53.4029543,14.6918048,8.96,0.0,0.505,3.098,0.969,1.614,1.493,,0.979,condominium,brick,premium,yes,yes,no,no,yes,788000
5bd2f69cf5a8d8ef0a7d00302ba4c411,szczecin,tenement,54.0,2.0,3.0,4.0,1930.0,53.4408512,14.528051,2.92,13.0,0.201,0.41,0.936,0.485,0.174,0.242,0.183,condominium,brick,low,yes,no,,no,no,349000
9aeccfa93cca224aaed9e19abf927b66,szczecin,,30.0,1.0,2.0,10.0,1970.0,53.399,14.5339,3.25,1.0,0.427,1.063,0.548,0.514,0.625,2.322,0.542,condominium,,low,no,no,no,no,yes,274000
f444613028d3ae79b61a8e844c7d5195,szczecin,blockOfFlats,105.0,4.0,2.0,3.0,2009.0,53.4538212,14.6692962,7.93,0.0,,,,4.96,4.806,,4.618,condominium,brick,premium,yes,yes,no,no,no,788000
c75c2aa21db4d836d167f20f3640e2e3,szczecin,tenement,47.18,2.0,3.0,3.0,1935.0,53.4303952,14.54693469,1.21,83.0,0.419,0.337,0.267,0.38,0.105,0.253,0.162,condominium,brick,,no,no,no,no,no,449000
dbc3beb78dad049c27c901cfa43bb8f9,szczecin,blockOfFlats,83.34,4.0,5.0,6.0,1986.0,53.38038456,14.6477741,7.48,11.0,0.434,0.563,0.178,0.169,0.417,,0.193,cooperative,concreteSlab,,yes,yes,yes,no,yes,580000
bd10ae9c39cf5aa2407e660784b2ed1a,szczecin,blockOfFlats,92.2,5.0,5.0,5.0,1993.0,53.4235675,14.5158723,2.99,5.0,0.137,1.005,0.931,0.674,0.763,1.122,0.018,condominium,concreteSlab,,yes,no,yes,no,no,589000
845538001ac93d410b351f3f50d51bf3,szczecin,blockOfFlats,64.14,3.0,3.0,4.0,1957.0,53.43020304,14.55086052,1.01,79.0,0.293,0.321,0.392,0.132,0.058,0.496,0.187,condominium,brick,low,no,yes,no,no,yes,549000
150d2974140f9d9739d8bb8662559ab9,szczecin,blockOfFlats,58.46,3.0,3.0,3.0,1910.0,53.4571923,14.5816169,4.0,7.0,,1.27,0.818,0.785,0.223,0.645,0.168,condominium,brick,low,yes,no,no,no,yes,299000
0ea042e8a52becd6dfede570de682a2f,szczecin,,80.0,3.0,,1.0,2017.0,53.474167,14.537222,5.86,1.0,0.888,2.189,0.795,0.494,0.598,3.013,0.662,condominium,,premium,yes,no,no,no,no,799999
2fea8514f59403b27690f388e9b981dd,szczecin,,38.14,2.0,9.0,12.0,1975.0,53.40616245,14.49893838,4.54,5.0,0.617,2.029,0.045,1.089,0.397,2.645,0.087,condominium,concreteSlab,low,no,yes,yes,no,yes,337000
8b81ab4a926fa93868d4486983146dee,szczecin,,57.8,3.0,9.0,12.0,1972.0,53.44498463,14.55233569,2.47,16.0,0.252,0.442,0.376,0.462,0.119,1.199,0.06,cooperative,concreteSlab,,no,yes,yes,no,yes,467000
75a62c7de4bbc10b7d21eb0be8daf546,szczecin,,56.0,4.0,1.0,4.0,1971.0,53.455075,14.5474,3.64,4.0,0.71,0.951,0.238,0.193,0.532,1.797,0.122,cooperative,brick,,no,yes,no,no,no,440000
1add65132ba4453ad17285eaf2fcd656,szczecin,blockOfFlats,48.67,2.0,,4.0,2020.0,53.404167,14.503333,4.38,5.0,0.834,1.803,0.337,1.177,0.067,2.558,0.21,condominium,brick,premium,no,no,yes,no,no,584000
88f42996a92782e13b10822bd2c2b463,szczecin,blockOfFlats,60.31,2.0,2.0,4.0,1970.0,53.424211,14.559731,0.12,57.0,0.116,0.707,0.447,0.107,0.022,0.585,0.434,condominium,brick,premium,yes,yes,no,no,yes,780000
89237a581354ad76bb7dad47bdb5cf70,szczecin,blockOfFlats,35.6,2.0,3.0,11.0,1980.0,53.4536785,14.54846841,3.47,6.0,0.611,0.977,0.087,0.255,0.471,1.724,0.06,cooperative,concreteSlab,premium,no,no,yes,no,no,349999
d1c7865304d00675311a304903ef625a,szczecin,blockOfFlats,45.0,2.0,4.0,4.0,1975.0,53.4368668,14.5530096,1.59,35.0,0.194,0.237,0.181,0.165,0.099,0.781,0.231,condominium,,,no,yes,no,no,yes,385000
7a2d19ece9b3e6733398a586564de9a2,szczecin,,113.0,4.0,4.0,4.0,,53.4300311,14.5652218,0.79,18.0,0.203,0.877,0.155,0.2,0.211,0.248,0.71,condominium,brick,,no,no,no,no,no,780000
73724cec6cc19ff1a3156d69ae44fa19,szczecin,blockOfFlats,64.8,3.0,3.0,11.0,1980.0,53.456111,14.493056,5.78,12.0,0.394,1.766,0.21,0.152,0.676,2.931,0.224,condominium,,low,no,no,yes,no,no,399000
8a466adf6ed0fd9580049e61675e9c35,szczecin,blockOfFlats,64.5,3.0,3.0,4.0,2000.0,53.3861512,14.6415093,6.76,2.0,0.57,1.277,0.17,0.735,0.947,,0.454,cooperative,,premium,yes,yes,no,no,no,585000
8d0e1f0ee6befc2210b38511c74f4fb1,szczecin,tenement,63.96,3.0,,4.0,1925.0,53.4240404,14.5437466,1.14,36.0,0.205,0.373,0.153,0.24,0.19,0.597,0.35,condominium,brick,,yes,no,no,no,yes,540000
3c056f0c4a3e79947821c2195978a854,szczecin,,46.13,2.0,3.0,3.0,1938.0,53.432222,14.555833,1.04,47.0,0.173,0.332,0.01,0.261,0.062,0.501,0.121,condominium,brick,low,no,no,no,no,yes,290000
d15a190844793bae501c4ac68d8f2e7a,szczecin,blockOfFlats,55.0,3.0,2.0,4.0,1980.0,53.4215223,14.5497675,0.77,26.0,0.092,0.023,0.291,0.323,0.072,0.97,0.044,cooperative,concreteSlab,,no,yes,no,no,no,469000
9b9c5450fef00b86b4d995672549bdda,szczecin,blockOfFlats,33.0,2.0,,4.0,2000.0,53.3675846,14.6444151,8.31,6.0,0.525,0.323,0.744,0.952,0.516,,0.272,cooperative,brick,premium,yes,yes,no,no,no,394000
8ea43039060ca07e583e74e016803786,szczecin,,78.56,4.0,,,,53.43378,14.537889,1.92,51.0,0.223,0.294,0.202,0.276,0.083,0.19,0.237,condominium,,,no,no,,no,no,360000
2d404ae491e450acadbebd4af6006695,szczecin,blockOfFlats,38.14,2.0,8.0,11.0,1976.0,53.4058,14.4984,4.59,5.0,0.665,2.062,0.04,1.127,0.412,2.698,0.128,cooperative,concreteSlab,,no,no,yes,no,yes,375000
043cba4585421bb78bd04e747a38020e,szczecin,tenement,84.0,3.0,,4.0,1932.0,53.4285438,14.5528116,0.79,67.0,0.288,0.285,0.268,0.245,0.068,0.593,0.085,condominium,brick,,no,no,no,no,yes,560000
b350c78e4bac787d7e46c86978f4ce92,szczecin,blockOfFlats,51.06,2.0,2.0,3.0,1960.0,53.43195735,14.5653006,0.99,15.0,0.352,0.759,0.059,0.055,0.161,0.377,0.605,condominium,brick,low,yes,no,no,no,yes,469000
405fa28ffc66e2bc85a7e51e729e7a36,szczecin,tenement,46.13,2.0,3.0,4.0,1938.0,53.4278906,14.5378255,1.61,48.0,0.153,0.73,0.075,0.29,0.154,0.411,0.098,condominium,brick,,yes,no,no,no,yes,290000
